low,volume,close,high,open,timestamp,PctChange,PctChange_1,PctChange_2,PctChange_3,PctChange_4,PctChange_5
28241.5234375,0.0,28398.783203125,28413.126953125,28313.05078125,2023-03-29 22:00:00,0.0,,,,,
28331.9921875,0.0,28352.009765625,28443.625,28392.94140625,2023-03-29 23:00:00,-0.164702259126559,0.0,,,,
28273.263671875,113332224.0,28324.609375,28450.62890625,28350.140625,2023-03-30 00:00:00,-0.0966435566702617,-0.164702259126559,0.0,,,
28260.171875,0.0,28365.658203125,28371.638671875,28328.564453125,2023-03-30 01:00:00,0.14492283929334882,-0.0966435566702617,-0.164702259126559,0.0,,
28355.517578125,1927727104.0,28989.052734375,29159.90234375,28355.80859375,2023-03-30 02:00:00,2.197708675701815,0.14492283929334882,-0.0966435566702617,-0.164702259126559,0.0,
28293.935546875,1513730048.0,28504.529296875,28986.2734375,28967.892578125,2023-03-30 03:00:00,-1.6714014146638756,2.197708675701815,0.14492283929334882,-0.0966435566702617,-0.164702259126559,0.0
28467.34375,124536832.0,28623.1796875,28689.6328125,28485.12890625,2023-03-30 04:00:00,0.41625100835469553,-1.6714014146638756,2.197708675701815,0.14492283929334882,-0.0966435566702617,-0.164702259126559
28497.423828125,0.0,28623.359375,28623.359375,28596.853515625,2023-03-30 05:00:00,0.0006277691785516737,0.41625100835469553,-1.6714014146638756,2.197708675701815,0.14492283929334882,-0.0966435566702617
28567.474609375,0.0,28620.17578125,28655.505859375,28623.220703125,2023-03-30 06:00:00,-0.011122362362470106,0.0006277691785516737,0.41625100835469553,-1.6714014146638756,2.197708675701815,0.14492283929334882
28588.515625,0.0,28716.41796875,28748.771484375,28619.4140625,2023-03-30 07:00:00,0.33627392171033943,-0.011122362362470106,0.0006277691785516737,0.41625100835469553,-1.6714014146638756,2.197708675701815
28577.322265625,0.0,28577.322265625,28745.58203125,28723.083984375,2023-03-30 08:00:00,-0.4843769277782739,0.33627392171033943,-0.011122362362470106,0.0006277691785516737,0.41625100835469553,-1.6714014146638756
28509.8203125,0.0,28589.291015625,28598.6796875,28565.765625,2023-03-30 09:00:00,0.041881985613456685,-0.4843769277782739,0.33627392171033943,-0.011122362362470106,0.0006277691785516737,0.41625100835469553
28523.869140625,0.0,28606.07421875,28618.193359375,28585.830078125,2023-03-30 10:00:00,0.05870450972649266,0.041881985613456685,-0.4843769277782739,0.33627392171033943,-0.011122362362470106,0.0006277691785516737
28589.419921875,0.0,28675.939453125,28683.48046875,28602.697265625,2023-03-30 11:00:00,0.24423216496167743,0.05870450972649266,0.041881985613456685,-0.4843769277782739,0.33627392171033943,-0.011122362362470106
28584.705078125,0.0,28637.490234375,28683.53125,28669.576171875,2023-03-30 12:00:00,-0.134081810337372,0.24423216496167743,0.05870450972649266,0.041881985613456685,-0.4843769277782739,0.33627392171033943
28472.4921875,0.0,28509.005859375,28646.87109375,28646.87109375,2023-03-30 13:00:00,-0.44865794435356987,-0.134081810337372,0.24423216496167743,0.05870450972649266,0.041881985613456685,-0.4843769277782739
28296.51171875,70797312.0,28443.47265625,28534.330078125,28509.64453125,2023-03-30 14:00:00,-0.22986842630799975,-0.44865794435356987,-0.134081810337372,0.24423216496167743,0.05870450972649266,0.041881985613456685
